# SPDX-License-Identifier: GPL-2.0
# Copyright 2026 Hewlett Packard Enterprise Development LP
#
# Generated Slingshot cable compatibility database
# Do not edit manually!
#
42668001	CloudLight	8363-K2-2030	AOC	Splitter	3000	1	400G	-12	0	0	98	-4	0	-1	-1	-1	-1
42668001	Hisense	DME8811A-EC30-CR	AOC	Splitter	3000	1	400G	-12	0	0	98	-4	0	-1	-1	-1	-1
43548001	Hisense	DEF8504-2C05-CR	AOC	Splitter	500	1	200G	-12	0	0	98	-4	0	-1	-1	-1	-1
43839001	Hisense	DEF8504-2C10-CR	AOC	Splitter	1000	1	200G	-12	0	0	98	-4	0	-1	-1	-1	-1
43840001	Hisense	DEF8504-2C30-CR	AOC	Splitter	3000	1	200G	-12	0	0	98	-4	0	-1	-1	-1	-1
45033001	Hisense	DEF8504-2C50-CR	AOC	Splitter	5000	1	200G	-12	0	0	98	-4	0	-1	-1	-1	-1
45070001	CloudLight	8363-K2-2050	AOC	Splitter	5000	1	400G	-12	0	0	98	-4	0	-1	-1	-1	-1
45070001	Hisense	DME8811A-EC50-CR	AOC	Splitter	5000	1	400G	-12	0	0	98	-4	0	-1	-1	-1	-1
54408001	Bizlink	L45593-K812-C100	PEC	Splitter	100	0	800G	0	0	0	100	0	0	-1	-1	-1	-1
54408001	Molex	3025249101	PEC	Splitter	100	0	800G	0	0	0	100	0	0	-1	-1	-1	-1
54408001	TE	2409709-1	PEC	Splitter	100	0	800G	0	0	0	100	0	0	-1	-1	-1	-1
54410001	Bizlink	L45593-K812-C150	PEC	Splitter	150	0	800G	0	0	0	100	0	0	-1	-1	-1	-1
54410001	Molex	3025249102	PEC	Splitter	150	0	800G	0	0	0	100	0	0	-1	-1	-1	-1
54410001	TE	2409709-2	PEC	Splitter	150	0	800G	0	0	0	100	0	0	-1	-1	-1	-1
54411001	Molex	2202933001	AEC	Splitter	150	0	800G	-4	0	0	98	0	0	1	5	1	0
